Date/Time,Electricity:Facility [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Electricity [kW](Hourly),Heating:Gas [kW](Hourly),Cooling:Electricity [kW](Hourly),HVACFan:Fans:Electricity [kW](Hourly),Electricity:HVAC [kW](Hourly),Fans:Electricity [kW](Hourly),General:InteriorLights:Electricity [kW](Hourly),General:ExteriorLights:Electricity [kW](Hourly),Appl:InteriorEquipment:Electricity [kW](Hourly),Misc:InteriorEquipment:Electricity [kW](Hourly),Water Heater:WaterSystems:Electricity [kW](Hourly) 
 01/01  11:00:00,0.888037592497,1.93864084268,0.0,1.83124044411,0.0,0.0317765025857,0.0317765025857,0.0317765025857,0.0467112376283,0.00839214785663,0.0597797549385,0.271409451485,0.459438498003
 01/01  12:00:00,0.818376655506,2.05553337083,0.0,1.93333852671,0.0,0.0335481541437,0.0335481541437,0.0335481541437,0.0467112376283,0.00839214785663,0.0588912012469,0.27149260389,0.38881131074
 01/01  13:00:00,0.758907438998,1.93385541045,0.0,1.79718604625,0.0,0.0311855754549,0.0311855754549,0.0311855754549,0.0467112376283,0.00839214785663,0.0601596923813,0.266919221589,0.335009564088
 01/01  14:00:00,0.737718863437,2.20644409987,0.0,2.09133415535,0.0,0.0362897649018,0.0362897649018,0.0362897649018,0.0467112376283,0.00839214785663,0.0582516037592,0.276149138597,0.301394970694
 01/01  15:00:00,0.725130746997,2.22107741749,0.0,2.10933367839,0.0,0.0366021006697,0.0366021006697,0.0366021006697,0.0491697382757,0.00883384244632,0.0552107169154,0.291698638422,0.273085710268
 01/01  16:00:00,0.767284160155,2.37140273753,0.0,2.23191688648,0.0,0.03872921928,0.03872921928,0.03872921928,0.0614621804744,0.0110423044287,0.0576101118494,0.30791335749,0.279996986632
 01/01  17:00:00,0.930422976434,2.69242461562,0.0,2.4751065134,0.0,0.0429491543702,0.0429491543702,0.0429491543702,0.103256447327,0.018551068589,0.0671024077954,0.364207536,0.323826362352
 01/01  18:00:00,1.24444951828,4.27256904784,0.0,3.92857397943,0.0,0.0681703714099,0.0681703714099,0.0681703714099,0.191761982327,0.034451986089,0.08424901191,0.442453949556,0.412832216986
 01/01  19:00:00,1.48439613327,3.07100911176,0.0,2.79391807082,0.0,0.0484813149946,0.0484813149946,0.0484813149946,0.285184488103,0.0512362872853,0.0852833183682,0.480371446455,0.493309278068
 01/01  20:00:00,1.49503471427,2.95853628069,0.0,2.79873432607,0.0,0.0485648888082,0.0485648888082,0.0485648888082,0.302393901077,0.054328132964,0.076857507091,0.495837793874,0.506522490457
 01/01  21:00:00,1.41235847681,3.08195163516,0.0,2.97274954763,0.0,0.0515844787018,0.0515844787018,0.0515844787018,0.260599634224,0.0468193688037,0.0671599615243,0.512884036997,0.462780996559
 01/01  22:00:00,1.28609559357,3.06950422778,0.0,2.98331836347,0.0,0.0517678735177,0.0517678735177,0.0517678735177,0.218805336853,0.0393105991603,0.0600180686125,0.500910090608,0.404753624814
 01/01  23:00:00,1.06792083538,3.3737902519,0.0,3.31148177238,0.0,0.0574623116485,0.0574623116485,0.0574623116485,0.164718627801,0.0295933730176,0.0513238084703,0.433473489764,0.320819224681
 01/01  24:00:00,0.850571248247,3.62612126013,0.0,3.5780689335,0.0,0.0620882512087,0.0620882512087,0.0620882512087,0.113090388878,0.0203178359816,0.0442136254855,0.376680396822,0.223650749871
 01/02  01:00:00,0.604394120932,3.83243163966,0.0,3.79623646437,0.0,0.0658739917056,0.0658739917056,0.0658739917056,0.0590036798269,0.010600609839,0.0386485741458,0.311572063332,0.108165202084
 01/02  02:00:00,0.50673800928,3.93295333182,0.0,3.89845490418,0.0,0.0676477317557,0.0676477317557,0.0676477317557,0.0344188259487,0.00618369135735,0.0364037809873,0.286875798904,0.0646781803267
 01/02  03:00:00,0.481032652819,4.0068239156,0.0,3.97995883126,0.0,0.0690620243232,0.0690620243232,0.0690620243232,0.0245848691378,0.00441692122316,0.0344190020612,0.283549702685,0.0544701333882
 01/02  04:00:00,0.480356341769,4.03741874623,0.0,4.01082788373,0.0,0.0695976779175,0.0695976779175,0.0695976779175,0.0245848691378,0.00441692122316,0.0331770229889,0.279558387222,0.0584914632793
